Name,project_id,description,emp_id,projectManagerId,startDate,endDate,status,url,Approval
NexGen Mobile Scheduler,ce7794b1-46f9-408a-a884-e8cb80e05f47,"['Scrum', 'Angular', 'Continuous Integration']",Emp_592,EMP_675,2023-11-25,2024-04-20,completed,http://www.miller.com/,Rejected
PixelWorks,038aa6c1-90ef-41e0-bdb4-2edcc46f329a,"['Vue.js', 'Information Security', 'Machine Learning']",Emp_592,EMP_493,2021-12-19,2024-04-19,active,http://hall.com/,Approved
FusionSoft Email Client,6760bf50-8f31-49bc-a09a-4562bedc6089,"['Continuous Deployment', 'CI/CD', 'Google Cloud Platform']",Emp_592,EMP_258,2024-03-11,2024-04-14,completed,http://www.cooper.biz/,Approved
VortexVision Virtual Assistant,1eff7d88-a73a-48a8-98ab-65993c53a080,"['Data Analysis', 'User Stories', 'MySQL']",Emp_593,EMP_896,2021-04-30,2024-04-11,active,https://www.burnett.com/,Approved
TechSpark,88c66621-4bf1-40ae-88ed-9e71d305179f,"['Agile Product Management', 'PHP', 'Django']",Emp_593,EMP_734,2023-05-08,2024-04-18,completed,https://www.pearson.com/,Rejected
AgileWare,86a930dd-6bbe-4685-a52d-18597945b570,"['.NET', 'Wireframing', 'C#']",Emp_593,EMP_213,2021-11-29,2024-04-30,active,https://www.rodriguez.biz/,Approved
InnovatePro,06f01538-04d1-46e9-8b32-d1c9413f3a05,"['Data Science', 'Statistical Analysis', 'MySQL']",Emp_593,EMP_994,2023-06-13,2024-05-01,completed,http://potter-fisher.info/,Rejected
LogicLane Project Tracker,834863a1-447e-43c7-a13e-e8c7e2c170b6,"['Docker', 'User Stories', 'Data Science']",Emp_594,EMP_116,2020-07-18,2024-04-29,completed,http://white-hunter.com/,Approved
DataPulse,f3f39dfc-7eff-4f0f-87ca-e65560929b58,"['Google Cloud Platform', '.NET', 'Leadership']",Emp_594,EMP_513,2021-07-08,2024-04-13,completed,http://www.campbell.biz/,Rejected
AgileFlow,d54b9c28-8a1d-4285-87d3-80aab136d88c,"['Python', 'Information Security', 'Google Cloud Platform']",Emp_594,EMP_808,2022-07-15,2024-04-21,completed,https://campos.net/,Approved
CodeCraft Web Builder,aeed4642-0b6e-44a8-81d4-e2e93ed70bdc,"['Data Visualization', 'DevOps', 'Objective-C']",Emp_594,EMP_970,2022-12-27,2024-04-22,active,https://johnson.com/,Rejected
TechSprint,ca83b568-ffd6-4ef2-9735-ade008c8fab2,"['Requirements Analysis', 'Google Cloud Platform', 'JavaScript']",Emp_595,EMP_212,2023-03-10,2024-04-10,active,https://oliver-kelly.com/,Approved
Streamline Solutions CRM,e5a77dce-ab88-4dc5-9ab7-a12c4667a08e,"['Google Cloud Platform', 'Cryptography', 'Objective-C']",Emp_595,EMP_771,2021-07-22,2024-05-07,active,http://www.rivas.biz/,Approved
ByteBoost,0bf7e2a4-5a61-4c90-9215-58d5e1d64e59,"['GraphQL', 'Test-Driven Development', 'Scrum']",Emp_595,EMP_817,2021-11-03,2024-05-03,completed,https://brewer.org/,Approved
DataCraft,a97376f6-6110-4167-9cb6-3a8cfc593158,"['SQL', 'CSS', 'NoSQL']",Emp_595,EMP_360,2021-12-07,2024-04-17,active,https://williamson.com/,Approved
TechTrek Data Analyzer,4d54bd5d-cc29-4a39-97ef-25f221f21e30,"['Network Security', 'Artificial Intelligence', 'Behavior-Driven Development']",Emp_596,EMP_645,2021-10-03,2024-04-11,active,http://www.larson-smith.com/,Rejected
CyberLink,157476d1-4225-495b-89c6-5862255c0090,"['UI/UX Design', 'Information Security', 'Agile Product Management']",Emp_596,EMP_161,2023-04-27,2024-04-30,completed,https://brown.com/,Rejected
InnovaTech,d7f56506-c21a-42b9-bb28-2fa58ad42771,"['Microservices', 'Angular', 'User Research']",Emp_596,EMP_784,2022-02-04,2024-05-04,completed,https://jones.biz/,Approved
PixelPulse,8a37ae4e-d238-4010-868b-e8ffeca22836,"['Kubernetes', 'Artificial Intelligence', 'AWS']",Emp_596,EMP_538,2020-05-09,2024-04-29,completed,https://www.diaz-sanchez.net/,Approved
LogicLane Project Tracker,3041e7b5-a367-4c94-a145-686056a1cc0b,"['Swift', 'Documentation', 'Penetration Testing']",Emp_597,EMP_336,2021-06-21,2024-05-01,completed,http://www.walters-hooper.org/,Rejected
CyberCode Online Store,772acf38-075b-42a6-9be6-fb779cccd473,"['Prototyping', 'Continuous Deployment', 'Business Analysis']",Emp_597,EMP_13,2021-11-25,2024-04-19,active,https://tyler.com/,Approved
BlueFinity Evoke,08f6ba92-a12b-4d41-96bf-b9a470d8b49f,"['Azure', 'Java', 'C#']",Emp_597,EMP_124,2023-07-07,2024-05-05,completed,http://www.oconnell.com/,Rejected
FusionSoft Email Client,684d9bdc-9479-4673-81bf-98b14968ea90,"['Cryptography', 'Scrum', 'Swift']",Emp_597,EMP_722,2022-11-04,2024-04-11,active,http://www.thompson.com/,Approved
DataForge Dashboard Creator,a4b54d38-9f7d-436a-b8d9-688b0175e990,"['Objective-C', 'Java', 'JavaScript']",Emp_598,EMP_603,2022-02-15,2024-04-27,active,https://owens-collins.com/,Approved
TechTrek Data Analyzer,01e8deb1-b5a6-4a33-938d-8547c10c6e5f,"['UI/UX Design', 'CI/CD', 'Microservices']",Emp_598,EMP_831,2020-10-27,2024-05-03,completed,https://www.mcdaniel-tyler.com/,Rejected
CatalystCommerce,5a8d7ad7-e91f-4cb2-8592-34dbda32929e,"['Machine Learning', 'User Research', 'DevOps']",Emp_598,EMP_825,2021-10-27,2024-04-21,completed,https://campbell.biz/,Approved
SwiftWave,505adeb8-51c6-4290-9c80-ec80f11af3c1,"['React', 'Statistical Analysis', 'Artificial Intelligence']",Emp_598,EMP_458,2022-11-10,2024-04-22,completed,https://brown-little.com/,Approved
FusionSoft Email Client,e048adc0-37e8-4aaa-83a7-f7e4604c47da,"['User Stories', 'DevOps', 'Python']",Emp_599,EMP_803,2020-05-10,2024-04-29,active,http://www.harrington.com/,Rejected
NexGen Mobile Scheduler,808ec901-4875-43ac-b317-9f97073ea1ab,"['NoSQL', 'Swift', 'Technical Writing']",Emp_599,EMP_274,2020-01-09,2024-05-04,completed,https://www.campbell.com/,Rejected
CyberCode Online Store,3fd08095-4e33-43da-a844-26e6b2e3b80c,"['Product Management', 'Support', 'Angular']",Emp_599,EMP_817,2023-03-12,2024-04-17,active,https://www.lin.com/,Approved
DataForge Dashboard Creator,25d60c0c-fecb-434f-ad25-944af0b0d640,"['DevOps', 'Azure', 'MySQL']",Emp_599,EMP_539,2024-04-05,2024-04-28,active,https://wong.org/,Rejected
SilverLinx POS System,996b2bfd-b8b0-446a-a7b8-16be5732d145,"['Statistical Analysis', 'Data Visualization', 'PostgreSQL']",Emp_600,EMP_726,2022-09-10,2024-05-02,active,http://brown-dickson.org/,Approved
DataBridge,7fdd20de-8bc7-4304-8797-a189f9684b0c,"['Responsive Design', 'Google Cloud Platform', 'Technical Writing']",Emp_600,EMP_932,2022-09-22,2024-04-27,active,http://clarke.com/,Rejected
ByteBlitz Document Manager,f7c5c783-1ac5-494a-8cbc-ee1856dc7e9a,"['PostgreSQL', 'Artificial Intelligence', 'Machine Learning']",Emp_600,EMP_925,2022-05-31,2024-05-07,active,http://www.garcia.biz/,Approved
DataCraft,cd95895c-4e00-4b4d-ac5d-8cae39413c2f,"['Behavior-Driven Development', 'React', 'Support']",Emp_600,EMP_528,2022-03-06,2024-04-15,active,https://yoder.com/,Approved
PixelWorks,500467b9-3fb5-4ec1-8359-dcd3a4a57d0d,"['Support', 'Collaboration', 'PostgreSQL']",Emp_601,EMP_755,2022-12-20,2024-04-20,completed,https://holt.org/,Rejected
PixelPlex Crypto Trader,86a7b10b-e489-4056-b341-7c57b85e5218,"['HTML', 'Interaction Design', 'Angular']",Emp_601,EMP_105,2023-12-18,2024-04-25,completed,https://www.higgins.com/,Rejected
FusionSoft Email Client,0864895c-608a-4728-baa5-7c7358405213,"['Continuous Deployment', 'Azure', 'Statistical Analysis']",Emp_601,EMP_379,2021-10-17,2024-04-12,completed,http://www.johnson.com/,Rejected
AgileFlow,4ac104f8-3a8a-44cc-860f-aaef92340a6f,"['Kotlin', 'Cryptography', 'Product Management']",Emp_601,EMP_426,2021-01-02,2024-04-26,active,http://pena.com/,Approved
PixelWorks,26b05551-df75-4986-9c92-77400f7420c3,"['Agile Product Management', 'SQL', 'Docker']",Emp_602,EMP_351,2023-02-28,2024-05-09,completed,http://henderson.com/,Approved
DataCraft,9db98150-67b9-4382-8ec9-1cb8d9250f68,"['Behavior-Driven Development', 'Communication', 'Requirements Analysis']",Emp_602,EMP_757,2023-06-06,2024-04-20,completed,https://byrd.com/,Rejected
PixelWare,63fa65fa-2005-4185-8ea2-5df471521aa5,"['Django', 'Interaction Design', 'Java']",Emp_602,EMP_580,2021-09-14,2024-05-05,active,http://lawrence.org/,Approved
DataSync,7175fb68-fe7c-4216-abf9-5aa2f5f582ba,"['Vue.js', 'Behavior-Driven Development', 'GraphQL']",Emp_602,EMP_285,2020-03-27,2024-04-27,active,http://www.johnson-henry.com/,Rejected
AgileFlow,2c3f07ad-a1ea-4882-9d3a-886da7fa6e3f,"['Flask', 'DevOps', 'Node.js']",Emp_603,EMP_966,2023-07-09,2024-04-27,active,https://www.powers.org/,Approved
InnovatePro,520eb264-bc19-4ccd-a418-2be8b1866604,"['Artificial Intelligence', 'Django', 'Data Visualization']",Emp_603,EMP_908,2022-02-09,2024-04-28,completed,https://patterson-archer.com/,Rejected
TechTrek Data Analyzer,d4190a02-e84c-4c77-96e5-617aa1216e8c,"['User Stories', 'C#', 'GraphQL']",Emp_603,EMP_297,2020-12-25,2024-04-18,active,https://davis.info/,Rejected
SilverLinx POS System,1ca2fa9f-3a14-46b2-b51d-ba4cd199da95,"['AWS', 'Penetration Testing', 'RESTful API']",Emp_603,EMP_463,2021-01-07,2024-04-18,active,http://chandler.com/,Approved
CyberCode Online Store,a685463e-2da2-416c-8fae-ffce2e8b23f7,"['Support', 'Agile Product Management', 'Flask']",Emp_604,EMP_628,2023-11-28,2024-05-05,active,http://cunningham.net/,Approved
AgileFlow,aabc195a-cebc-4e92-9428-a46ed82860f9,"['Continuous Deployment', 'Django', 'Support']",Emp_604,EMP_4,2023-04-02,2024-05-05,active,https://www.davis-wells.com/,Rejected
QuickTech Remote Support,70850b8f-6e0c-4564-849d-a2761ea33a79,"['UI/UX Design', 'GraphQL', 'Django']",Emp_604,EMP_939,2024-02-10,2024-05-04,completed,http://schmidt-briggs.org/,Rejected
CodeCraft,aa668ab1-3e95-4e6b-97d1-614b95ee7d8a,"['Data Science', 'Microservices', 'Documentation']",Emp_604,EMP_446,2020-02-12,2024-04-16,active,http://ward.biz/,Rejected
ByteBlitz Document Manager,3381e41c-5e1a-4bb1-a9f0-69bf2dbef089,"['Java', 'Continuous Deployment', 'Django']",Emp_605,EMP_560,2023-12-06,2024-04-23,completed,https://www.wallace-castro.org/,Approved
Streamline Solutions CRM,5973c362-5b02-47bc-bb0e-dddea570dfa6,"['SQL', 'Product Management', 'MongoDB']",Emp_605,EMP_548,2021-02-11,2024-04-29,active,https://www.brown.com/,Rejected
TechSpark,37375c54-99f3-4078-aa7f-df0b55066bcc,"['Penetration Testing', 'Accessibility', 'Troubleshooting']",Emp_605,EMP_719,2020-09-04,2024-05-03,active,http://hernandez.biz/,Rejected
PixelPulse,fa0456f0-ba56-4fd4-b9fc-36bd346bc2c2,"['Support', 'Behavior-Driven Development', 'Agile Product Management']",Emp_605,EMP_788,2020-01-29,2024-05-05,active,http://www.rollins.com/,Rejected
SwiftShift Time Tracker,d3ae4305-111e-423a-8d78-ca33d68c3a66,"['.NET', 'Troubleshooting', 'Cybersecurity']",Emp_606,EMP_542,2021-04-29,2024-04-25,active,https://www.wilson-bonilla.com/,Approved
TechSprint,7713044b-8638-48ce-850b-e32b75f34238,"['Swift', 'Behavior-Driven Development', 'Scrum']",Emp_606,EMP_245,2021-10-29,2024-05-05,completed,http://forbes-larsen.com/,Rejected
CatalystCommerce,8cbc952e-2e4c-4ea7-8193-de86289acc1e,"['DevOps', 'Problem Solving', 'UI/UX Design']",Emp_606,EMP_567,2023-06-08,2024-04-16,active,https://robinson.biz/,Approved
ByteBlitz Document Manager,74cc86f0-a634-4727-b9b3-e6a61f68675e,"['Agile Methodologies', 'Angular', 'Support']",Emp_606,EMP_546,2022-06-14,2024-04-15,active,https://wright-martinez.info/,Approved
NexGen Mobile Scheduler,9d2e6a64-1150-43dd-a93d-caad1bf1a0af,"['Containerization', 'Network Security', 'Angular']",Emp_607,EMP_319,2021-11-20,2024-05-01,active,http://brown-newton.com/,Approved
TechSprint,209d62be-65ad-4340-ac6a-90beda0ad021,"['Node.js', 'User Stories', 'Machine Learning']",Emp_607,EMP_355,2022-01-11,2024-05-01,active,https://www.robinson-stevenson.biz/,Approved
LogicLane Project Tracker,fdf093c2-a351-4e68-bc6e-bf3de810ff90,"['Agile Methodologies', 'AWS', 'Prototyping']",Emp_607,EMP_784,2021-11-05,2024-04-28,active,https://www.nguyen-smith.com/,Rejected
CyberTech,8e8e5d01-f8d4-4281-9ee7-ae4547457e3b,"['.NET', 'Cybersecurity', 'User Stories']",Emp_607,EMP_921,2020-01-17,2024-05-07,completed,http://www.davis.com/,Rejected
Streamline Solutions CRM,1fb94e21-de34-4cd8-ac7d-5ed14e7240df,"['Objective-C', 'Containerization', 'SQL']",Emp_608,EMP_424,2020-02-23,2024-04-17,completed,https://www.martinez.com/,Approved
ByteBoost,0b5c962f-1005-4e1d-8b7a-f6747050bc98,"['Angular', 'Prototyping', 'Agile Product Management']",Emp_608,EMP_570,2022-07-18,2024-04-21,completed,https://www.riggs-price.com/,Rejected
PixelWorks,7f7a6ad1-1e85-4b58-8b38-c9be5efc1255,"['Problem Solving', 'Interaction Design', 'GraphQL']",Emp_608,EMP_919,2020-07-14,2024-04-29,completed,https://www.beasley.com/,Approved
CyberTech,07acbd31-77e2-49a7-a099-23101c6b7362,"['Containerization', 'Continuous Integration', 'C#']",Emp_608,EMP_837,2022-09-01,2024-05-08,completed,https://www.bradley-gordon.com/,Approved
NexGen Mobile Scheduler,6073b89b-82e6-409f-a088-f155b1bdce1a,"['Cybersecurity', 'Collaboration', 'C#']",Emp_609,EMP_492,2021-01-22,2024-04-26,active,https://www.keller.com/,Approved
CyberCode Online Store,f4ac4f5e-7f7d-4e9f-85e5-69720b82cf6a,"['Continuous Deployment', 'Git', 'Python']",Emp_609,EMP_218,2023-02-22,2024-05-06,completed,https://www.padilla.com/,Rejected
TechSpark,96d0aa30-1ada-4605-912f-e9d40af95f42,"['Azure', 'Information Security', 'Statistical Analysis']",Emp_609,EMP_943,2021-12-06,2024-04-23,completed,http://www.palmer-harris.com/,Approved
LogicLane Project Tracker,e3590b23-e821-40aa-910c-da5c6ed23b17,"['GraphQL', 'Google Cloud Platform', 'CI/CD']",Emp_609,EMP_964,2022-08-08,2024-04-26,active,http://www.walker.info/,Rejected
PixelWare,4c585923-417e-43c7-b398-56efa7153515,"['Support', 'CSS', 'Interaction Design']",Emp_610,EMP_780,2023-11-30,2024-04-12,completed,http://williams.biz/,Rejected
DataPulse,60365541-ac4c-4085-876d-9d35a1f6dcf2,"['SQL', 'Data Science', 'Vue.js']",Emp_610,EMP_737,2022-12-21,2024-05-09,completed,http://www.moore.com/,Approved
CodeCraft,3becaf21-f679-4f16-b364-17cde6e89199,"['MongoDB', 'Google Cloud Platform', 'PHP']",Emp_610,EMP_401,2023-04-29,2024-04-21,active,https://www.wright-reed.com/,Rejected
SilverLinx POS System,0289d6dc-eb74-40f5-97e2-1af63fc3bda6,"['CSS', 'Angular', 'C#']",Emp_610,EMP_342,2022-02-07,2024-04-10,active,http://www.horne.com/,Approved
TechSprint,386c6022-6add-47c6-9eb0-dd5e83db347f,"['Information Security', 'DevOps', 'Data Analysis']",Emp_611,EMP_175,2021-02-06,2024-04-23,active,https://www.green.biz/,Approved
SwiftShift Time Tracker,1ba036fa-0db9-4947-955c-db37461dd27c,"['Django', 'CSS', 'Accessibility']",Emp_611,EMP_585,2020-02-11,2024-04-28,completed,https://molina.biz/,Rejected
DataPulse,d803b640-fc13-4219-b300-9961263d3cec,"['Prototyping', 'UI/UX Design', 'Cryptography']",Emp_611,EMP_240,2022-12-24,2024-04-11,active,http://reid.com/,Rejected
CodeCraft,31e7e893-d1cf-45fe-9455-e745a617c6c2,"['SQL', 'DevOps', 'HTML']",Emp_611,EMP_553,2021-02-10,2024-04-28,completed,http://www.simmons-stewart.com/,Approved
DataPulse,eed1862f-8432-4337-9653-c0bab5034e2f,"['Agile Product Management', 'Data Visualization', 'User Stories']",Emp_612,EMP_122,2024-01-06,2024-04-15,completed,http://www.wyatt-johnson.com/,Rejected
TechSpark,da03e22d-abb3-4892-b423-4fa7668a87df,"['Business Analysis', 'User Research', 'Continuous Deployment']",Emp_612,EMP_695,2024-03-31,2024-04-12,active,https://www.miller-harris.com/,Approved
PixelPulse,7519b46a-7537-4d01-8a80-01755fbc632c,"['Node.js', 'Artificial Intelligence', 'HTML']",Emp_612,EMP_842,2020-07-21,2024-04-11,active,http://brown-jones.info/,Rejected
InnovateSoft Budget Planner,00723915-8d27-412c-adc9-df0b47bee67e,"['Troubleshooting', 'Requirements Analysis', 'Behavior-Driven Development']",Emp_612,EMP_704,2022-07-26,2024-04-17,active,http://gonzalez.com/,Rejected
MetaMind Chatbot Builder,aca4397b-6708-43b4-aa62-2c355a363c0b,"['Prototyping', 'MongoDB', 'Network Security']",Emp_613,EMP_681,2021-02-05,2024-04-25,active,https://www.steele.com/,Rejected
CyberLink,e1d5c7eb-52f4-4a2a-945b-92e877799543,"['Accessibility', 'Collaboration', 'Django']",Emp_613,EMP_276,2023-02-09,2024-04-25,active,http://burke.com/,Rejected
NexGen Mobile Scheduler,3bcb4d38-9f26-4b48-a188-6ac5032f2b03,"['Microservices', 'Product Management', 'Continuous Deployment']",Emp_613,EMP_313,2022-07-19,2024-05-01,completed,https://www.williams.com/,Approved
PixelWorks,84ef53dd-0893-4cd3-b15b-ee2436794be4,"['CSS', 'Technical Writing', 'Java']",Emp_613,EMP_978,2023-02-24,2024-04-23,active,http://brooks-rivera.info/,Approved
CodeCraft,0c16ec74-dbee-42dd-b741-5e8c072b8b8b,"['Continuous Deployment', 'Interaction Design', 'Penetration Testing']",Emp_614,EMP_489,2020-02-28,2024-04-30,completed,http://paul.biz/,Rejected
DataWave,7366551c-a747-4f2e-b0af-bd9876c75e8e,"['Requirements Analysis', 'Git', 'Python']",Emp_614,EMP_225,2022-05-21,2024-05-07,completed,https://martin.info/,Rejected
DataLink Inventory Tracker,04ef9395-c05c-4985-a43e-102f8d297136,"['Angular', 'Responsive Design', 'NoSQL']",Emp_614,EMP_528,2022-09-30,2024-04-20,active,http://kim-strong.com/,Rejected
AgileWare,bdd38853-2405-4e22-a0fa-91e740d0e4f3,"['Agile Methodologies', 'Docker', 'Continuous Deployment']",Emp_614,EMP_98,2023-05-25,2024-04-29,active,http://duncan-smith.net/,Approved
AgileWare,1d896390-5d31-41b7-beb6-57f0286274e2,"['PHP', 'Containerization', 'Kubernetes']",Emp_615,EMP_423,2023-08-07,2024-04-29,completed,https://padilla.com/,Approved
NexGen Mobile Scheduler,e1c83ba1-d54a-4d69-a587-44c3145e7943,"['Responsive Design', 'Java', 'C#']",Emp_615,EMP_398,2023-10-13,2024-05-07,completed,https://morales.org/,Rejected
ByteForge,bd82068a-fb9e-4639-87c6-fde8f3807103,"['RESTful API', 'Node.js', 'DevOps']",Emp_615,EMP_771,2022-10-26,2024-04-23,completed,https://garcia.biz/,Approved
SilverLinx POS System,97ac361a-eece-4a0e-b1b7-d90118e7a562,"['SQL', 'Azure', 'Test-Driven Development']",Emp_615,EMP_923,2020-11-20,2024-04-23,active,https://www.hamilton-moss.info/,Rejected
SwiftShift Time Tracker,bee4757d-d874-4b67-94c3-0f78c37d2ea1,"['MySQL', 'Product Management', 'Azure']",Emp_616,EMP_428,2022-08-30,2024-04-16,completed,http://alvarez-montgomery.com/,Approved
TechSpark,e9f8f773-32e4-42e9-930f-ff8697666c4c,"['Google Cloud Platform', 'Network Security', 'Test-Driven Development']",Emp_616,EMP_252,2020-12-29,2024-05-02,active,https://www.miller.com/,Approved
ByteBoost,efa24177-8ff1-4f68-b433-cdd34a132ba7,"['Network Security', 'Data Science', 'Objective-C']",Emp_616,EMP_791,2023-07-25,2024-05-07,completed,https://mccarty.com/,Approved
DataSync,59e99fa2-ec9a-4784-91d0-a235f9273c6a,"['Agile Product Management', 'Kubernetes', 'Django']",Emp_616,EMP_258,2022-09-07,2024-05-09,active,http://www.bowman.com/,Rejected
AgileWare,a96a07e8-4841-490c-9d3f-4cddda1259f1,"['Communication', 'UI/UX Design', 'Troubleshooting']",Emp_617,EMP_783,2021-09-08,2024-04-30,completed,https://www.lewis.com/,Rejected
SwiftWave,ef03392f-4e4b-4204-aab1-f5eaf18228d8,"['RESTful API', 'Collaboration', 'Data Visualization']",Emp_617,EMP_230,2023-02-15,2024-04-20,active,http://anderson-johnson.biz/,Approved
CyberTech,f6d64fc8-838f-491f-bdfe-c1b61d2979b9,"['Leadership', 'Penetration Testing', 'Network Security']",Emp_617,EMP_513,2020-11-10,2024-04-14,active,http://www.dickerson-hodge.com/,Approved
ByteForge,86c96a81-abc0-44db-9f6d-37d5fb8e52a9,"['UI/UX Design', 'Continuous Deployment', 'Flask']",Emp_617,EMP_490,2020-05-25,2024-04-15,completed,http://www.alexander-peterson.net/,Rejected
NexGen Mobile Scheduler,eb8f36f2-0701-4696-bd18-03d85626af9d,"['MongoDB', 'Data Science', 'Requirements Analysis']",Emp_618,EMP_574,2020-12-04,2024-05-05,active,https://mcgrath-thomas.com/,Rejected
DataWave,30ba7fb1-17fc-42b5-b33b-555b3063f56d,"['Continuous Integration', 'Penetration Testing', 'Django']",Emp_618,EMP_900,2020-08-23,2024-04-29,active,http://shaffer.com/,Rejected
TechNova Backup Solution,086aaf40-94d3-4923-ac26-43a9d7b9eb1d,"['Angular', 'Continuous Integration', 'Agile Methodologies']",Emp_618,EMP_708,2024-03-31,2024-05-03,active,https://martin.biz/,Approved
TechSpark,a1c5bca1-ee09-4b29-915a-7f0001f48775,"['Troubleshooting', 'Data Analysis', 'Google Cloud Platform']",Emp_618,EMP_486,2021-10-01,2024-04-17,active,http://compton-reed.info/,Rejected
CodeCraft,f990d8e8-340e-4803-97af-ee996bfb60f9,"['Git', 'Java', 'AWS']",Emp_619,EMP_971,2020-01-28,2024-04-25,completed,http://www.reeves-paul.net/,Approved
DataBridge,f2bd59f2-075f-4a35-9e58-d5e1956c1ecd,"['Vue.js', 'Artificial Intelligence', 'Leadership']",Emp_619,EMP_735,2020-03-15,2024-05-08,completed,http://www.jones-williams.com/,Approved
TechTrek Data Analyzer,9a9bec5c-925c-4691-a30f-be16d68dffad,"['.NET', 'HTML', 'Google Cloud Platform']",Emp_619,EMP_343,2020-07-28,2024-04-23,active,http://gomez.com/,Approved
ByteBoost,c70a8cf0-1a89-4779-b81e-a86b67a055d9,"['Technical Writing', 'Artificial Intelligence', 'React']",Emp_619,EMP_880,2023-03-05,2024-04-16,active,https://white-shelton.info/,Rejected
CyberCode Online Store,f4ed38c2-df24-43e3-b29e-e1562fb68abb,"['Ruby', 'Leadership', 'Docker']",Emp_620,EMP_34,2021-09-02,2024-04-19,active,https://nguyen.com/,Approved
MetaMind Chatbot Builder,bed52db6-8617-4799-adf7-1386500b120e,"['DevOps', 'Problem Solving', 'MySQL']",Emp_620,EMP_774,2021-12-25,2024-04-09,active,https://perez.com/,Approved
Streamline Solutions CRM,ff4445ad-a3cd-491b-ab19-1fb5e69575b7,"['Requirements Analysis', 'UI/UX Design', 'Cryptography']",Emp_620,EMP_23,2022-05-21,2024-04-13,active,http://www.sosa.org/,Approved
InnovateSoft Budget Planner,dd2295ab-e095-48ee-b74b-03e0285e0ceb,"['Containerization', 'Ruby', 'Interaction Design']",Emp_620,EMP_654,2022-11-04,2024-04-16,active,https://black.com/,Rejected
TechSpark,84a26e57-32eb-4257-b957-4f8fa4868b8e,"['Flask', 'JavaScript', 'Microservices']",Emp_621,EMP_375,2023-03-22,2024-04-18,active,http://schneider-campbell.org/,Approved
InnovaTech,97731ead-3fcb-49d3-ba48-0e734fe17a5e,"['Communication', 'Containerization', 'Interaction Design']",Emp_621,EMP_717,2021-04-22,2024-04-21,active,http://www.jones.com/,Rejected
AgileTech,65ca3239-df99-411c-987f-ffc55a840885,"['Business Analysis', 'NoSQL', 'Node.js']",Emp_621,EMP_102,2023-09-15,2024-04-17,active,https://prince.com/,Approved
SwiftCode,6f484bf5-3290-489c-82e0-4b7bfbdb3087,"['Cybersecurity', 'Collaboration', 'Test-Driven Development']",Emp_621,EMP_790,2022-04-02,2024-04-23,active,https://www.stephens.com/,Approved
CodeCraft Web Builder,24bd6e45-5903-4e17-a51b-0cbe36f6141c,"['.NET', 'Troubleshooting', 'Python']",Emp_622,EMP_253,2020-04-04,2024-05-03,completed,https://www.mcgee.com/,Rejected
CyberTech,8ba6c96f-1eeb-49f3-aa67-4086729f401d,"['User Research', 'Azure', 'Data Science']",Emp_622,EMP_371,2021-11-07,2024-04-11,completed,https://www.johnson.biz/,Rejected
CyberLink,6ec69b2a-7c48-48f5-bbab-9ba07f004123,"['User Stories', 'Objective-C', 'Information Security']",Emp_622,EMP_391,2021-09-02,2024-04-11,completed,https://skinner-smith.com/,Rejected
TechNova Backup Solution,3a6242f7-0a6c-41eb-b28e-9ae3ea83ad50,"['Node.js', 'Problem Solving', 'Containerization']",Emp_622,EMP_460,2020-11-24,2024-04-11,active,https://www.mata.com/,Rejected
TechSprint,bcc978b8-2b1c-461e-847c-30fd56659ad4,"['Penetration Testing', 'Test-Driven Development', 'User Research']",Emp_623,EMP_796,2021-04-16,2024-04-14,completed,http://chang.com/,Rejected
DataSync,932f47e0-ac31-4a51-b582-f37063eb833a,"['Product Management', 'Artificial Intelligence', '.NET']",Emp_623,EMP_550,2020-08-14,2024-04-10,active,http://www.morris.biz/,Rejected
CyberCode Online Store,4082dc52-460e-4eab-a2d8-61e67f8c168c,"['MySQL', 'React', 'User Stories']",Emp_623,EMP_800,2024-01-21,2024-04-11,active,https://www.ellison.org/,Rejected
DataCraft,439191d3-8473-4c98-bad4-e28674de05ba,"['Google Cloud Platform', 'AWS', 'Git']",Emp_623,EMP_542,2023-06-25,2024-05-09,active,https://thompson.com/,Approved
SwiftShift Time Tracker,88a1e5cb-5fdb-4b1a-ac82-c0cbe91dad61,"['Docker', 'Problem Solving', 'HTML']",Emp_624,EMP_693,2023-02-14,2024-04-17,active,http://hampton.net/,Approved
DataPulse,a2691bd1-261b-4538-952c-65d77dce3a79,"['Business Analysis', 'Python', 'Git']",Emp_624,EMP_205,2021-03-31,2024-04-21,active,https://nielsen.info/,Approved
CatalystCommerce,d42590b6-c9c8-4f40-9a43-deb59ddf8cb9,"['Data Science', 'Continuous Deployment', 'Penetration Testing']",Emp_624,EMP_758,2021-09-02,2024-04-29,active,http://snow.com/,Rejected
CodeCraft Web Builder,a7b441bc-d977-4741-b3c7-4d9bdab70f83,"['Azure', 'SQL', 'NoSQL']",Emp_624,EMP_224,2021-05-07,2024-05-09,active,https://www.hayes.com/,Approved
CodeCraft Web Builder,916dbe4c-3148-4c41-91fa-fd6306de3787,"['Kubernetes', 'GraphQL', 'Support']",Emp_625,EMP_784,2020-11-13,2024-05-02,completed,http://www.kramer-baker.com/,Approved
PixelWare,d507a3cb-6596-4ee7-8d8c-d640a4ac8cf3,"['Responsive Design', 'UI/UX Design', 'Communication']",Emp_625,EMP_875,2022-06-23,2024-04-28,active,http://www.smith.com/,Approved
